"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Bucks County, PA"	"42017"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Drug-induced causes"	"D"	27	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Drug-induced causes"	"D"	28	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"May, 2016"	"2016/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	30	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	27	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	30	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"May, 2018"	"2018/05"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	28	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Drug-induced causes"	"D"	26	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"May, 2019"	"2019/05"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Drug-induced causes"	"D"	29	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	"Drug-induced causes"	"D"	19	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	"Drug-induced causes"	"D"	24	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	"Drug-induced causes"	"D"	21	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"May, 2020 "	"2020/05"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	"Drug-induced causes"	"D"	25	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2015"	"2015"	"May, 2015"	"2015/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Cambria County, PA"	"42021"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2014"	"2014"	"May, 2014"	"2014/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2015"	"2015"	"May, 2015"	"2015/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2016"	"2016"	"May, 2016"	"2016/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	18	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"May, 2017"	"2017/05"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"May, 2018"	"2018/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"May, 2019"	"2019/05"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"May, 2020 "	"2020/05"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"May, 2018"	"2018/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2020 "	"2020"	"May, 2020 "	"2020/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"1999"	"1999"	"Mar., 1999"	"1999/03"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2003"	"2003"	"May, 2003"	"2003/05"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2004"	"2004"	"Jun., 2004"	"2004/06"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2004"	"2004"	"Oct., 2004"	"2004/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2006"	"2006"	"Apr., 2006"	"2006/04"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2006"	"2006"	"May, 2006"	"2006/05"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2006"	"2006"	"Jun., 2006"	"2006/06"	"Drug-induced causes"	"D"	16	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2006"	"2006"	"Sep., 2006"	"2006/09"	"Drug-induced causes"	"D"	17	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2006"	"2006"	"Oct., 2006"	"2006/10"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Drug-induced causes"	"D"	13	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Drug-induced causes"	"D"	15	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"May, 2009"	"2009/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Drug-induced causes"	"D"	14	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Drug-induced causes"	"D"	10	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Drug-induced causes"	"D"	11	Not Applicable	Not Applicable
